Clump_thickness,Unif_Cell_Size,Unif_Cell_Shape,Marginal_Adhesion,Single_Cell_Size,Bare_Nuclei,Bland_Chromatine,Normal_Nucleoli,Mitoses,type
4.818008533254368,-2.569553471856629,5.536747585165141,4.92846621317344,3.209319967039512,8.244953231439201,8.047487715255762,-5.2242567889063025,-2.2597571419499247,malign
4.991833087474539,-0.21762622954511146,1.1518164564400555,4.642881227160771,2.6980783015691503,6.3541246917385426,-0.33985447219059584,3.480736048271746,-0.20671606756417793,benign
4.198246753580467,3.5731488210347173,1.3885127829335935,3.6111463715449816,-0.5111996116758477,4.5958073793253345,3.9391811918671777,-0.24070505043349044,-2.801245976680197,benign
1.8557313599426974,5.371083404966182,-0.982590071312119,1.1914387589735478,2.7968641754906614,7.341292020783408,-0.8531866302709163,8.826703496514783,-0.8037652186823401,benign
7.24535345586618,1.1896987538316155,-1.06739160096771,3.4239949538375747,4.414162077119831,8.396353528448294,4.296625467255028,1.8656798605342275,0.2446069393422885,benign
6.351468122278723,-1.680256607327245,1.995825142110728,4.59185684470103,1.6072916236424515,0.8689473331801616,0.8260740010154899,7.342301793239827,5.808114772920094,malign
3.826589943629125,3.057101765830682,4.759216728745294,5.7671458829264655,4.477187762806363,4.76785756881285,1.4972649076875768,3.752873745109671,1.4977605869481736,malign
2.304578364692924,0.6278684043863791,3.191789786475864,2.8162453487240793,5.6801809666668195,2.021055781278019,2.744172663236047,6.610177732961315,2.6601232058956477,malign
0.010100105302998319,-5.049272390612119,2.793313894620328,6.310354772510861,1.4001771285976403,-2.721588954843252,2.6849631848088715,0.029191137362256647,-0.5531359047974629,malign
-1.5124844588435296,-1.8121457995466934,1.8897242884277414,7.6162989454922005,2.8387284335939142,3.088834522396925,5.9758879776580915,8.73679657888433,1.3999803146808893,malign
6.629806785485339,4.719931252970573,2.8148178380121665,10.79400028721075,1.9953933019756667,-5.2317805102259936,2.9034760498162746,1.7828124111364525,3.7296173906154997,benign
4.713146511091337,0.7182072720629786,6.342073445891649,-0.06557884163331096,-1.90979476424876,8.989026116168334,-0.40780113913813665,0.40466147722260315,1.1926106240311,benign
10.087027296535402,4.477849669185314,4.501731961657296,3.710223046210529,8.110085590843383,-5.2926628305081636,3.561488192436043,5.3635190480208585,-0.03777078291383584,benign
4.577393066658012,2.102031337134247,4.220460311968184,6.4253774487944195,4.183193260427156,-0.5676581625779509,1.0895041639008227,-1.736437890208515,-0.6018147586031457,benign
5.2908660388494155,-0.7082792752035538,2.7311924364416753,1.6003530837528188,3.720574659118368,3.1859668162745183,1.8273534778817564,1.4250251246580032,1.5052990820564092,benign
6.210816573560592,3.1141282729936712,1.3167973079581097,5.660095315618824,2.4683961558404635,7.571247598386874,4.668723197507368,-0.3652812551711957,3.24073125647548,malign
8.553258149796777,-1.1645493256952588,7.020081453626467,3.553266515674751,2.415636455396487,15.011552439877708,5.20701977718346,4.1672424954593605,-1.150661842469749,benign
4.150233169667825,5.065870102202412,3.970007245988241,8.692521154020532,4.017244200743036,3.257805315709941,-1.5867796114469055,1.6373047043414206,1.1725318040853634,benign
-2.32703697844981,5.583301281068468,7.853729541689461,-0.036412322837471756,4.192333868234948,6.522185589379491,5.096806505275207,1.1441896108081795,0.4212944424565962,malign
4.7554580631711705,8.638872555636883,1.969105586606124,-0.12269858801704103,-6.797386827758038,8.719615769853934,0.3733361816719807,-0.8991497731467466,1.8433125990010641,benign
-4.812924303673341,4.275905602665149,-0.8496840715544396,1.5762931146105852,3.0187164855117423,3.94537179775801,3.587341932008855,-1.7187886759430446,-3.27879331993717,malign
10.06117659676803,5.056015003486335,10.887872534251073,5.378385198380423,2.0216270630648223,2.8647300266363054,-3.142037656360304,-0.6510336672821033,-2.108896028125907,malign
3.2707644932731323,0.1980522072340114,8.700371800005414,0.9306400548996434,4.346177675974028,-0.3434268102674687,2.3230957594053083,8.829063740365784,2.566219192648013,benign
-5.624048653370874,7.437288663308022,2.613879915580998,1.678064320919689,1.5341318246985551,3.233559960729063,1.7846106973067113,-2.551090465696794,-0.1254314775611347,benign
1.8897571154909407,0.42512900603043047,2.7139985642893305,0.49628460349727876,1.8023873481212043,7.375822625711626,-0.2102118263850805,-0.5661328578651337,0.49197172320201965,malign
4.784542225518441,2.2836719080042056,2.578327946740145,-4.167601039479222,2.6160626900122605,1.9293620966745255,2.3176688077238374,1.8845976005603116,2.429380941281332,benign
3.0671704393409334,2.7798909040081274,-0.6784898036840512,5.690926542999331,6.769822058382378,7.194524357823656,-0.030640933337410914,1.8002820352323023,-0.10304847597012934,benign
9.507728010398694,-1.4998636641154586,6.5601135703689675,0.21458968222590125,4.643487494586187,6.554410463226262,3.9416000705827283,2.1910577435934915,-3.733578225079183,malign
4.693217438133376,0.7818590831582075,2.4556447573450093,6.090735868950919,3.573166842362572,12.756865992018326,2.5776781775431137,6.170967463792123,1.6746896895610872,benign
6.090404521164814,-0.3219483527400526,5.275673595764012,-3.0335363279032777,3.2514999399943774,-5.19082893278639,-2.088639648936587,2.3837097156195037,3.335119116833779,benign
2.68116467773688,7.5620319269715175,4.975852348515488,8.613656964199315,-0.15639919307195083,1.854185317965516,8.651550917823108,8.32668150508438,3.8561833557755554,benign
4.563956479876083,-0.5121342524803163,0.9329124264212829,1.9746355031819232,-1.0363095428358573,-0.3170439119118873,3.578562377575681,6.696121426049324,2.901987061225322,benign
-1.6985064309915407,3.9706467751412404,2.4570986725482404,-0.4527006150846491,3.2998400338819405,7.967526039798296,3.5193194816741835,-1.9504975899658414,-1.2790628199594978,benign
0.2999754779824202,2.3265526316468703,1.7618714750086841,-3.006725395122105,6.793973214805572,3.440430771994807,-0.772813694272835,4.706535938253776,3.0553125939750156,malign
-1.5293587869831176,4.036341636320387,-3.2520853022829144,-0.07057596771847141,-0.30048758758596605,0.5780888525844912,-0.9124991243766103,7.7185923169891915,1.455048714605731,benign
5.152076345372608,0.03319687055096221,4.917395095180232,-3.9604442114956093,3.8926520156562208,1.0875045835839492,6.3948210577694,-2.484370024067856,2.592810240068491,malign
0.4222534357534613,1.3836029838184216,1.3520583018670902,2.4264466858137275,3.906922656474829,-2.7239963235527203,2.1497740935180127,-1.1193940168989647,0.010061386926029314,malign
4.9465657626677055,5.96972089756602,1.096189121191614,1.0508920485307949,-0.9192026013408388,7.487975164030206,-0.07434001994452766,-0.8016368918104559,7.296816680636578,benign
1.305964115911363,8.629674544449221,3.8557684328166517,3.3345725641403563,5.605676919365958,6.53410456932836,2.3495160095383945,-1.4677087583416641,4.129780396164742,malign
6.259579287347247,4.671911764172069,4.202279253236121,4.455876219471563,1.9103173061644902,-5.736439009916101,2.7240556128170885,0.6207076959272058,-0.3340630621671987,malign
-0.41887081588904573,-6.114095531530733,0.7528672689730886,-1.8274516391550133,3.654313369025629,6.367944008496169,1.0901127306752039,0.4979598224759747,-0.08519244085499933,malign
1.1245124255697023,4.10906228585586,0.5162732192178265,1.4956114141320294,-0.8642773182521251,1.5684055733002804,2.251375939640398,-3.2599589487480167,3.568043945320607,malign
5.821141365018634,9.225755987339813,2.8530907065809914,5.520830888487479,3.6858257314973866,3.0413787108487713,1.672999247809305,1.1998322285463536,-2.4080413992829977,malign
0.018721453148794254,2.925190288755232,1.091372910590815,-3.9753940912527668,5.611909576343626,-2.017602241111323,0.2710665970243662,3.9202376076192085,3.31530414671621,benign
6.18279599723062,5.055440287368615,0.1089133723768625,-2.466048060187367,0.40202577511478754,-1.5409496432937013,1.3800772426321792,3.9680701564353322,3.1830312314867855,benign
5.1861496565384915,6.4760796978807935,-1.103975461272579,1.3959811284055232,2.094767939435185,7.318777388876317,5.724801017182427,-0.7682864705342709,1.0322194325589933,benign
13.113256966392601,3.1657462645512977,2.7778825566650007,3.3535581707162985,-0.6232344823772604,-0.9172632125066444,6.071802516413541,6.856204343368283,4.043461168285123,benign
5.038518257929814,-2.72674229707819,6.561870637648211,0.42408427972669327,3.7047115297093116,1.3075531625756287,3.5138603115323774,4.830635355728708,0.9745946366324385,benign
3.825517739243865,-3.094655470288981,9.715223957358871,6.153395383192088,2.290505335788783,13.00981594984921,1.492815274425116,2.6091815788173025,4.518895642548707,benign
1.8771494583252584,10.855255727561147,8.916724056029093,-1.6044586711893842,3.7831459684654964,11.88822865798702,2.6780312385090257,12.588478433662782,1.4941444136745614,benign
